,commit_interval,start_datetime,end_datetime,org_silo,missing_links,radio_silence,st_congruence,num_tz,code_only_devs,code_files,ml_only_devs,ml_threads,code_ml_both_devs,SATD_added_num,SATD_removed_num
38,b0b8b9fceb0ac52387b1ac883994ed907c635650-435413e2a9f63801df4b8690cd66a6b9dbcfd2f7,2017-06-22 01:00:00,2017-09-20 01:00:00,0.0,1.0,72,0.0,3.0,3.0,100.0,128,733,3.0,0,0
39,39ccfa2cf9290770726633f82ba83ba3860f2202-019a96b4293ab518ed0ac21d1c9a3b5408507b20,2017-09-20 01:00:00,2017-12-19 00:00:00,0.0,1.0,69,0.0,3.0,3.0,92.0,123,714,3.0,6,0
40,c1bee300ae02ca757dd97916be0d9fb6e542e4ae-c87ea3a7f2ad4ac6e0dae23c79eed487cb3bffff,2017-12-19 00:00:00,2018-03-19 00:00:00,0.0,2.0,88,0.333333333333333,3.0,3.0,291.0,160,905,3.0,47,0
41,09e83941cf190ab1e073dc5807e62d57858f2cf0-0edd54a6b3d98d89b329e86d45a60505a64305e5,2018-03-19 00:00:00,2018-06-17 01:00:00,0.0,5.0,94,0.166666666666667,3.0,4.0,146.0,159,780,4.0,3,0
42,c98daf9cc58c415a888535ae7d837267aa7bc133-74d93f2e5db8fc9e8dcb6f482f7ab5ce92c262d9,2018-06-17 01:00:00,2018-09-15 01:00:00,0.0,1.0,64,0.0,3.0,4.0,92.0,119,561,4.0,1,0
43,9704a1810fdab69de01885dbc8567fa328e0e343-9cd51bbbff645835b88c40152d7a94812a0823a1,2018-09-15 01:00:00,2018-12-14 00:00:00,1.0,1.0,62,0.0,3.0,2.0,104.0,121,872,1.0,8,0
44,d238dd7b5b24a81583fe5b30a51eb9586fbe76de-a26561a60e675f79f6cccebfac5ab0a942e1f448,2018-12-14 00:00:00,2019-03-14 00:00:00,0.0,0.0,52,1.0,3.0,2.0,111.0,109,590,2.0,4,0
45,fbc66729f899cc362fbd6fe99fa3c90359d72e70-6b03355a93f4097f7ca9880dbfd773e52420d2fc,2019-03-14 00:00:00,2019-06-12 01:00:00,0.0,1.0,64,0.5,3.0,3.0,190.0,125,758,3.0,0,0
46,665dab3f48decce74df104ed45b4b8286e01d53a-6c1208380359cf97235bf717d3eaaf4e702edf3c,2019-06-12 01:00:00,2019-09-10 01:00:00,0.0,1.0,67,0.5,3.0,3.0,188.0,126,665,3.0,0,0
47,12230bff81e4092cd79ccf3f033c0fdcb0d5887b-2a6f8eab842e6b6d582d9bdb6267756c3966a971,2019-09-10 01:00:00,2019-12-09 00:00:00,0.0,1.0,47,0.0,3.0,2.0,186.0,97,631,2.0,8,0
48,3ca3914255cbb6fc04b28197309ec395d480aad7-e9f594c60872b4d3df3207f8abb32a07fff9495a,2019-12-09 00:00:00,2020-03-08 00:00:00,0.0,2.0,96,0.333333333333333,3.0,3.0,236.0,102,705,3.0,6,0
49,9c5d379cacaa10b042e3fc6d02ea9455cf207a05-994be79f31bae8c2219dcfdd465338f68955f7e0,2020-03-08 00:00:00,2020-06-06 01:00:00,1.0,1.0,13,0.0,2.0,3.0,143.0,59,478,2.0,0,0
50,16ec5c675c4f03ce78781edb716b6c05d4b4793d-87bd02b1875598450b1f88e0873c15d597ec8544,2020-06-06 01:00:00,2020-09-04 01:00:00,2.0,2.0,20,0.333333333333333,2.0,3.0,117.0,73,801,2.0,0,0
51,7299d883544483e716593f235ace6c8f782fcd24-aaa14d5ad4271c817e810bf8a2bca80b8c288696,2020-09-04 01:00:00,2020-12-03 00:00:00,2.0,2.0,21,0.333333333333333,2.0,3.0,135.0,75,871,2.0,10,0
52,9ba497d7d44cfe37672b73e0eccba0cb5e637be1-36a5c7542d68c1a970de1eaef78a10ea1970aeaa,2020-12-03 00:00:00,2021-03-03 00:00:00,2.0,2.0,57,0.333333333333333,2.0,3.0,178.0,62,886,2.0,0,0
53,2aa6d6c1b3a2ffcb49fcc0a2af8fdde865f01202-84a90560f4d00fd999c8382050dbe93bc060636e,2021-03-03 00:00:00,2021-06-01 01:00:00,1.0,1.0,21,0.5,2.0,3.0,320.0,72,852,2.0,0,0
54,cac38c427860fd89184590e66acde6add4f78d6d-faf417cc1069e65a1c7387900293122ca0a925b3,2021-06-01 01:00:00,2021-08-30 01:00:00,2.0,2.0,54,0.0,2.0,3.0,154.0,60,694,1.0,0,0
55,796922bcd688eff6a3ea9a3b93fde5fef44a044a-08f94d09adc44974adedcc12f126b93081221783,2021-08-30 01:00:00,2021-11-28 00:00:00,3.0,3.0,56,0.0,2.0,3.0,121.0,60,531,1.0,6,0
56,6ccb7164f801ee50de9b43cb467a4327b010ba92-f7eccb8797cecf202050aad9e41e06a1ee0a307c,2021-11-28 00:00:00,2022-02-26 00:00:00,3.0,3.0,47,0.0,2.0,4.0,119.0,52,417,2.0,3,0
57,b88bd23f222a0ec494677e285cd862d8f4376e6b-7cb1118a803571c6a754875db5f4f722f231d20a,2022-02-26 00:00:00,2022-05-27 01:00:00,1.0,1.0,16,0.0,2.0,2.0,128.0,66,561,1.0,11,0
