,commit_interval,start_datetime,end_datetime,org_silo,missing_links,radio_silence,st_congruence,num_tz,code_only_devs,code_files,ml_only_devs,ml_threads,code_ml_both_devs,SATD_added_num,SATD_removed_num
27,e191c54cab9ef969e290dc2bf95e100cb4f5b1eb-fc3d921f0783cc2044ac4ed1f1a144231b5adbad,2019-04-30 00:00:00,2019-07-29 00:00:00,6,9,50,0.357142857142857,6,13,643,88,517,7,84,33
28,df48eb8167219b7c632e8f6d760e76242805d6af-9388e1ceea5e7c496f4b668038e00151626e308f,2019-07-29 00:00:00,2019-10-27 00:00:00,1,6,56,0.6,7,12,401,84,520,9,51,71
29,3d6b67ccf8bb6b5cb8d7fc1ef24c37db5210d07b-9f7c58fc5a47cfe67e5fb5f5f35971cf534133d5,2019-10-27 00:00:00,2020-01-24 23:00:00,2,4,56,0.636363636363636,9,10,535,56,701,7,51,51
30,d8ed725250111ffa07279b57175c917fa0f3bd06-0582e99e7308691f1e254069901da14cd4d4ca46,2020-01-24 23:00:00,2020-04-24 00:00:00,14,18,55,0.333333333333333,9,12,905,55,854,7,2650,2355
31,ed5e5438de071c0bdd1a7982f5d4ef029a95e10d-792d0c2220e6e16223cf9ad40482ed930e77c9de,2020-04-24 00:00:00,2020-07-23 00:00:00,0,0,39,1.0,5,5,195,39,202,3,144,255
32,dbd74c27304db50cdb808ba33679031b247aaccf-6c000ece952d532c11c7a64780ad4b58cd3c8222,2020-07-23 00:00:00,2020-10-21 00:00:00,0,0,23,1.0,4,5,32,32,108,2,0,0
33,5632dea97f2fb016954567877124f89a2fdfd440-7edbe0f38eadcdf1a590e0e1e4730564ee58a498,2020-10-21 00:00:00,2021-01-18 23:00:00,5,5,35,0.0,6,8,192,35,248,1,141,114
34,148c3cb7fa3f13224a57b7039dcf77aaf3029283-9398083cc7ddbe57b37080443b73b191758199b3,2021-01-18 23:00:00,2021-04-19 00:00:00,10,10,34,0.0,6,7,198,34,364,1,26,8
35,5d216375271fe98b3733549bd85b93248d31075e-e50a811a8ed318b1654eb78d57f97aa5117d0b5c,2021-04-19 00:00:00,2021-07-18 00:00:00,6,6,47,0.0,8,14,132,47,496,3,17,10
36,cbfdfff3e2eefcb147d5509cdf369679675827c8-5fb79a17b14c59ef9114e4306bfdbabf315a591b,2021-07-18 00:00:00,2021-10-16 00:00:00,2,2,25,0.0,6,8,157,25,347,1,46,52
37,76faad9fc1d926f910f3efb922d63631b989865c-bd0458e027bc90c1332fa1d5376d9616b720213a,2021-10-16 00:00:00,2022-01-13 23:00:00,8,8,37,0.0,7,12,320,37,718,4,24,25
38,d7ee9c67bf88d84f706aff90c0efd86e2bddfd3d-fd836a2a6e933c294a53271f7e9b6ba3fea7cc8d,2022-01-13 23:00:00,2022-04-14 00:00:00,9,9,41,0.181818181818182,9,14,274,41,633,5,164,257
